incident_month,incident_year,victim_injury,state,location,site_category,shark_common_name,shark_identification_method,shark_length_m,basis_for_length,provoked_unprovoked,no_sharks,victim_activity,commercial_dive_activity,object_of_bite,present_at_time_of_bite,direction_first_strike,shark_behaviour,victim_aware_of_shark,shark_captured,injury_location,injury_severity,victim_gender,victim_age,dominant_clothing_colour,fin_colour,diversionary_action_taken,diversionary_action_outcome,people_lt_3m,people_3-15m,time_of_incident,depth_of_incident_m,teeth_recovered,time_in_water_min,water_temperature_°c,total_water_depth_m,water_visability_m,distance_to_shore_m,tidal_cycle,wind_condition,weather_condition,air_temperature_°c,personal_protective_device
2,1996,injured,nsw,"lord howe island, ned's beach",coastal,galapagos shark,"shark behaviour, geographical location, direct observation",-1.0,unknown,provoked,1.0,other: standing in water,unknown,unknown,"baitfish, other: feeding fish",unknown,bit victim on foot,n,unknown,foot,minor lacerations,male,7.0,unknown,unknown,unknown,unknown,-1.0,-1.0,-1.0,1.0,unknown,-1.0,-1.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
3,1996,injured,qld,heron island,island open ocean,whaler shark,"shark behaviour, geographical location, direct observation",-1.0,unknown,unprovoked,1.0,swimming,unknown,unknown,unknown,unknown,bit victim on arm,n,unknown,"arm, leg",minor lacerations,female,47.0,unknown,unknown,unknown,unknown,-1.0,-1.0,700.0,1.0,unknown,10.0,-1.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
4,1996,injured,nsw,"sydney, mona vale beach",coastal,wobbegong,unknown,-1.0,unknown,unprovoked,1.0,swimming,unknown,unknown,unknown,unknown,bit victim on leg,n,unknown,leg,other: teeth marks,female,16.0,unknown,unknown,punched and kicked shark,unknown,1.0,-1.0,-1.0,-1.0,unknown,-1.0,-1.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
4,1996,injured,nsw,"sydney, mona vale beach",coastal,wobbegong,unknown,-1.0,unknown,unprovoked,1.0,swimming,unknown,unknown,unknown,unknown,bit victim on leg,n,unknown,thigh,other: teeth marks,male,11.0,unknown,unknown,unknown,unknown,1.0,-1.0,-1.0,-1.0,unknown,-1.0,-1.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
6,1996,uninjured,vic,"point leo, suicide reef break",coastal,white shark,direct observation,3.0,witness/victim,unprovoked,1.0,boarding,unknown,board,unknown,below,bumped surfboard,y,unknown,other: uninjured,unknown,male,47.0,unknown,unknown,unknown,unknown,-1.0,-1.0,1730.0,-1.0,unknown,-1.0,-1.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
9,1996,injured,wa,"rottnest island, parker point",island open ocean,wobbegong,unknown,-1.0,unknown,unprovoked,1.0,other: standing in water,unknown,unknown,unknown,unknown,bit victim on leg,n,unknown,thigh,abrasion,male,-1.0,unknown,unknown,unknown,unknown,-1.0,-1.0,-1.0,1.0,unknown,-1.0,-1.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
12,1996,injured,vic,anglesea beach,coastal,wobbegong,"bite analysis, shark behaviour, geographical location, direct observation",-1.0,unknown,unprovoked,1.0,boarding,unknown,board,swimming,unknown,bit victim on leg,n,unknown,leg,other: teeth marks,female,12.0,unknown,unknown,unknown,unknown,1.0,3.0,-1.0,1.0,unknown,-1.0,-1.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
12,1996,injured,qld,"sunshine coast, coolumn beach",coastal,wobbegong,"bite analysis, shark behaviour, geographical location, direct observation",-1.0,unknown,unprovoked,1.0,boarding,unknown,unknown,unknown,unknown,bit victim on foot,n,unknown,foot,minor lacerations,female,18.0,unknown,unknown,unknown,unknown,-1.0,-1.0,1800.0,-1.0,unknown,-1.0,-1.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
1,1997,injured,qld,"whitsunday islands, whitehaven beach",coastal,tiger shark,"shark behaviour, geographical location",2.0,witness/victim,unprovoked,1.0,snorkelling,unknown,unknown,unknown,unknown,second attempt to bite,n,unknown,leg,minor lacerations,male,27.0,unknown,unknown,unknown,unknown,-1.0,-1.0,1100.0,-1.0,unknown,-1.0,-1.0,-1.0,-1.0,100.0,unknown,unknown,unknown,-1.0,unknown
1,1997,injured,qld,"gold coast, rainbow bay",coastal,bull shark,"bite analysis, shark behaviour, geographical location, direct observation",1.0,witness/victim,unprovoked,1.0,boarding,unknown,unknown,unknown,unknown,bit victim on leg,n,unknown,leg,other: teeth marks,male,8.0,unknown,unknown,unknown,unknown,-1.0,-1.0,1300.0,-1.0,unknown,-1.0,-1.0,-1.0,-1.0,5.0,unknown,unknown,unknown,-1.0,unknown
1,1997,uninjured,vic,"phillip island, the nobbies",island open ocean,white shark,direct observation,3.0,witness/victim,unprovoked,1.0,unmotorised boating,unknown,vessel,"other sealife (pinniped/s), boating",below,bit rubber dinghy,n,unknown,other: uninjured,unknown,male,32.0,unknown,unknown,unknown,unknown,3.0,4.0,-1.0,-1.0,unknown,-1.0,-1.0,-1.0,-1.0,60.0,unknown,unknown,unknown,-1.0,unknown
2,1997,injured,qld,"whitsundays, ravens cove",coastal,grey reef shark,"shark behaviour, direct observation",-1.0,unknown,unprovoked,1.0,diving,unknown,unknown,"swimming, baitfish",unknown,bit victim on arm,n,unknown,"arm, shoulder",minor lacerations,male,30.0,unknown,unknown,unknown,unknown,-1.0,5.0,1045.0,-1.0,unknown,3.0,-1.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
2,1997,injured,qld,"gold coast, nerang river, carrara",river,bull shark,"bite analysis, shark behaviour, geographical location, direct observation",-1.0,unknown,unprovoked,1.0,swimming,unknown,unknown,boarding,unknown,bit victim on leg,n,unknown,leg,major lacerations,female,20.0,"multicolour: black, white",unknown,unknown,unknown,-1.0,-1.0,1330.0,-1.0,unknown,3.0,-1.0,4.0,-1.0,20.0,incoming low,windy,unknown,29.0,unknown
2,1997,uninjured,nsw,"sydney harbour, iron cove",estuary/harbour,bull shark,"bite analysis, shark behaviour, geographical location, direct observation",2.0,other: media report,unprovoked,1.0,unmotorised boating,unknown,vessel,snorkelling,unknown,bumped rowing scull,n,unknown,other: uninjured,unknown,female,49.0,unknown,unknown,unknown,unknown,-1.0,-1.0,615.0,-1.0,unknown,-1.0,-1.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
7,1997,injured,qld,"sunshine coast, maroochydore, pincushion",coastal,tiger shark,bite analysis,1.5,witness/victim,unprovoked,1.0,boarding,unknown,board,fishing,"left, below",bit victim on leg,n,unknown,calf,minor lacerations,male,18.0,black,unknown,unknown,unknown,2.0,-1.0,1400.0,-1.0,unknown,60.0,-1.0,-1.0,-1.0,15.0,high,calm,unknown,-1.0,unknown
10,1997,injured,wa,"perth, cottesloe beach",coastal,white shark,direct observation,5.0,witness/victim,unprovoked,1.0,boarding,unknown,board,boarding,below,bit surf ski,n,unknown,head,abrasion,male,-1.0,unknown,unknown,unknown,unknown,-1.0,-1.0,630.0,-1.0,unknown,-1.0,-1.0,-1.0,-1.0,200.0,unknown,calm,unknown,-1.0,unknown
11,1997,uninjured,vic,"barwon heads, 13th beach",coastal,white shark,"shark behaviour, geographical location, direct observation",2.0,witness/victim,unprovoked,1.0,boarding,unknown,board,boarding,right,swam towards victim,n,unknown,other: uninjured,unknown,male,21.0,black,unknown,pushed at shark,unknown,-1.0,-1.0,1515.0,-1.0,unknown,30.0,-1.0,-1.0,-1.0,-1.0,unknown,calm,unknown,-1.0,unknown
11,1997,injured,wa,albany,coastal,white shark,direct observation,5.0,witness/victim,unprovoked,1.0,diving,unknown,dive equipment,unknown,unknown,bit victim on arm,n,unknown,"arm, shoulder",minor lacerations,male,42.0,unknown,unknown,fended off with scooter,unknown,-1.0,-1.0,-1.0,42.0,unknown,-1.0,-1.0,-1.0,-1.0,6000.0,unknown,unknown,unknown,-1.0,unknown
12,1997,injured,wa,"margaret river, gnarabup beach",coastal,wobbegong,direct observation,-1.0,unknown,unprovoked,1.0,other: standing in water,unknown,unknown,unknown,unknown,unknown,n,unknown,leg,minor lacerations,male,4.0,unknown,unknown,unknown,unknown,-1.0,-1.0,900.0,1.0,unknown,-1.0,-1.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
12,1997,injured,nsw,"evans head, shark bay",coastal,wobbegong,"bite analysis, shark behaviour, geographical location, direct observation",-1.0,unknown,unprovoked,1.0,swimming,unknown,unknown,unknown,unknown,bit victim on leg,n,unknown,leg,minor lacerations,male,18.0,unknown,unknown,unknown,unknown,-1.0,-1.0,1530.0,-1.0,unknown,-1.0,-1.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
12,1997,injured,qld,"whitsunday islands, hook island, luncheon bay",coastal,bull shark,"bite analysis, shark behaviour, geographical location, direct observation",-1.0,unknown,unprovoked,1.0,swimming,unknown,unknown,unknown,unknown,bit victim on leg,n,unknown,leg,minor lacerations,male,8.0,unknown,unknown,unknown,unknown,-1.0,-1.0,-1.0,-1.0,unknown,-1.0,-1.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
1,1998,injured,wa,hamelin bay,bay to open ocean,wobbegong,direct observation,2.4,witness/victim,provoked,1.0,diving,y,unknown,catch,behind,bit victim on leg,n,unknown,calf,minor lacerations,male,34.0,unknown,unknown,no effect,no effect,-1.0,1.0,1000.0,15.0,unknown,25.0,-1.0,15.0,8.0,-1.0,unknown,moderate breeze,unknown,-1.0,deterrent/repellent
1,1998,uninjured,qld,"orpheus island, juno bay",island open ocean,tiger shark,direct observation,3.25,witness/victim,unprovoked,1.0,snorkelling,unknown,unknown,unknown,"below, behind",swam towards victim,unknown,unknown,other: uninjured,unknown,male,45.0,"multicolour: black, blue",yellow,used spear to keep shark at a distance,effective,-1.0,-1.0,600.0,0.0,unknown,5.0,-1.0,12.0,5.0,800.0,unknown,unknown,unknown,-1.0,speargun
1,1998,injured,sa,"victor harbour, middleton beach",coastal,wobbegong,"bite analysis, shark behaviour, geographical location, direct observation",-1.0,unknown,unprovoked,1.0,boarding,unknown,unknown,unknown,right,bit victim on leg,n,unknown,foot,other: teeth marks,male,31.0,unknown,unknown,hit shark on nose,unknown,-1.0,-1.0,-1.0,0.0,unknown,-1.0,-1.0,-1.0,-1.0,50.0,unknown,unknown,unknown,-1.0,unknown
6,1998,fatal,sa,south neptune island,coastal,white shark,direct observation,4.0,witness/victim,unprovoked,1.0,snorkelling,unknown,unknown,other sealife (seals),unknown,bit victim on leg,n,unknown,"torso, leg",major lacerations,male,26.0,unknown,unknown,unknown,unknown,-1.0,-1.0,1400.0,2.0,unknown,2.0,-1.0,2.0,-1.0,3.0,unknown,unknown,unknown,-1.0,unknown
9,1998,injured,nsw,jervis bay,coastal,wobbegong,direct observation,-1.0,unknown,unprovoked,1.0,diving,unknown,unknown,unknown,unknown,unknown,n,unknown,thigh,minor lacerations,male,-1.0,unknown,unknown,unknown,unknown,-1.0,-1.0,-1.0,-1.0,unknown,-1.0,-1.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
10,1998,injured,qld,sunshine coast,coastal,wobbegong,unknown,1.2,witness/victim,provoked,1.0,diving,unknown,unknown,"scuba diving, other: feeding sharks, baitfish",in front,bit hand,y,unknown,"arm, hand",minor lacerations,male,37.0,other: kahki,unknown,unknown,unknown,1.0,-1.0,1400.0,14.0,unknown,50.0,-1.0,14.0,10.0,-1.0,unknown,unknown,unknown,-1.0,unknown
12,1998,injured,sa,"victor harbour, middleton beach",coastal,wobbegong,"bite analysis, shark behaviour",-1.0,unknown,unprovoked,1.0,boarding,unknown,unknown,unknown,unknown,bit victim on leg,n,unknown,calf,other: teeth marks,female,21.0,"multicolour: black, blue",unknown,shook leg,unknown,-1.0,-1.0,-1.0,-1.0,unknown,60.0,-1.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
12,1998,injured,nsw,"sydney, botany bay",estuary/harbour,whaler shark,direct observation,-1.0,unknown,provoked,1.0,spearfishing,unknown,catch,spearfishing,behind,bit victim on leg,n,unknown,calf,minor lacerations,male,-1.0,unknown,unknown,unknown,unknown,-1.0,-1.0,-1.0,-1.0,unknown,-1.0,-1.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
2,1999,injured,nsw,scotts head beach,ocean/pelagic,white shark,"bite analysis, shark behaviour",-1.0,unknown,unprovoked,1.0,boarding,unknown,board,other sealife (dolphins),below,bumped surfboard,n,unknown,arm,minor lacerations,male,35.0,"multicolour: black, blue",unknown,unknown,unknown,-1.0,-1.0,1930.0,0.0,unknown,40.0,-1.0,-1.0,-1.0,800.0,unknown,unknown,unknown,-1.0,unknown
5,1999,fatal,sa,flahertys beach hardwicke bay,coastal,white shark,"shark behaviour, geographical location, direct observation",-1.0,unknown,unprovoked,1.0,boarding,unknown,unknown,unknown,unknown,unknown,n,unknown,torso,major lacerations,male,22.0,black,unknown,unknown,unknown,-1.0,-1.0,1600.0,-1.0,unknown,-1.0,-1.0,-1.0,-1.0,-1.0,unknown,windy,unknown,-1.0,unknown
10,1999,injured,qld,"north stradbroke island, amity point",coastal,wobbegong,direct observation,-1.0,unknown,provoked,1.0,diving,unknown,unknown,unknown,unknown,bit victim on leg,n,y,thigh,minor lacerations,male,-1.0,unknown,unknown,unknown,unknown,-1.0,-1.0,-1.0,-1.0,unknown,-1.0,-1.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
12,1999,uninjured,nsw,"forster, the pinnacle",ocean/pelagic,bronze whaler shark,direct observation,2.9,witness/victim,unprovoked,1.0,diving,unknown,dive equipment,"baitfish, scuba diving",behind,struck victim with tail,n,unknown,other: uninjured,unknown,male,34.0,unknown,unknown,hit shark on nose,unknown,2.0,3.0,930.0,15.0,unknown,1.0,22.0,15.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
12,1999,uninjured,wa,"perth, scarborough beach",coastal,white shark,direct observation,6.0,witness/victim,provoked,1.0,diving,unknown,unknown,"catch, other sealife (shark/s)",unknown,swam towards victim,y,unknown,other: uninjured,unknown,male,-1.0,unknown,unknown,pushed bag into mouth,effective,1.0,-1.0,-1.0,10.0,unknown,-1.0,-1.0,10.0,-1.0,3000.0,unknown,unknown,unknown,-1.0,unknown
2,2000,uninjured,nsw,"sydney, wanda beach",coastal,white shark,"shark behaviour, geographical location",-1.0,unknown,unprovoked,1.0,boarding,unknown,unknown,baitfish,behind,knocked victim off board,n,unknown,other: uninjured,unknown,male,57.0,unknown,unknown,unknown,unknown,-1.0,-1.0,1210.0,-1.0,unknown,75.0,-1.0,-1.0,1.0,800.0,unknown,windy,rainy,-1.0,unknown
2,2000,injured,sa,"ceduna, cactus beach, point sinclair",coastal,white shark,shark behaviour,3.0,witness/victim,unprovoked,1.0,boarding,unknown,board,boarding,right,bit victim & board,n,unknown,"arm, torso",major lacerations,male,26.0,unknown,unknown,hit shark on nose,unknown,-1.0,-1.0,1100.0,0.0,unknown,-1.0,-1.0,-1.0,-1.0,500.0,unknown,unknown,unknown,-1.0,unknown
2,2000,injured,wa,"perth, sorrento beach",coastal,wobbegong,"bite analysis, shark behaviour",1.2,bite radius estimation,unprovoked,1.0,swimming,unknown,unknown,unknown,unknown,bit victim on leg,n,unknown,foot,other: teeth marks,male,51.0,unknown,unknown,shook leg,unknown,-1.0,-1.0,545.0,1.0,unknown,5.0,-1.0,1.0,-1.0,10.0,unknown,unknown,unknown,-1.0,unknown
3,2000,injured,qld,"gold coast, main beach",coastal,white shark,"bite analysis, shark behaviour, geographical location, direct observation",2.6,unknown,unprovoked,1.0,swimming,unknown,unknown,baitfish,"left, below",bit victim on leg,n,unknown,calf,major lacerations,male,26.0,unknown,unknown,kicked shark,unknown,2.0,-1.0,1410.0,-1.0,unknown,15.0,22.0,3.0,-1.0,80.0,unknown,unknown,unknown,-1.0,unknown
3,2000,injured,wa,"margaret river, mainbreak",coastal,white shark,"bite analysis, shark behaviour, geographical location, direct observation",1.7,witness/victim,unprovoked,1.0,boarding,unknown,board,baitfish,other: side,bit victim on leg,n,unknown,thigh,minor lacerations,male,20.0,black,unknown,unknown,unknown,-1.0,-1.0,1830.0,-1.0,unknown,40.0,17.0,2.0,-1.0,-1.0,unknown,unknown,unknown,30.0,unknown
3,2000,uninjured,nsw,"central coast, mcmasters beach",coastal,white shark,"shark behaviour, geographical location",3.0,witness/victim,unprovoked,1.0,boarding,unknown,unknown,unknown,unknown,bit surfboard leg rope,n,unknown,other: uninjured,unknown,male,38.0,unknown,unknown,unknown,unknown,-1.0,-1.0,1930.0,-1.0,unknown,35.0,-1.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
3,2000,injured,nsw,"sydney harbour, athol bay, taronga wharf",estuary/harbour,bull shark,bite analysis,0.8,unknown,unprovoked,1.0,swimming,unknown,unknown,baitfish,unknown,bit victim on leg,y,unknown,foot,other: teeth marks,male,61.0,unknown,unknown,unknown,unknown,-1.0,-1.0,-1.0,-1.0,unknown,-1.0,22.0,-1.0,-1.0,10.0,unknown,moderate breeze,unknown,23.0,unknown
3,2000,uninjured,nsw,"sydney harbour, parramatta river",river,bull shark,"shark behaviour, geographical location, direct observation",2.0,witness/victim,unprovoked,1.0,unmotorised boating,unknown,vessel,boating,unknown,bit boat hull,y,unknown,other: uninjured,unknown,male,-1.0,unknown,unknown,unknown,unknown,-1.0,-1.0,-1.0,-1.0,unknown,-1.0,-1.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
4,2000,uninjured,nsw,"sydney, maroubra beach",coastal,whaler shark,"shark behaviour, geographical location, direct observation",2.8,witness/victim,unprovoked,1.0,boarding,unknown,board,baitfish,unknown,circled victim,y,unknown,other: uninjured,unknown,male,-1.0,unknown,unknown,unknown,unknown,-1.0,-1.0,1500.0,-1.0,unknown,-1.0,-1.0,-1.0,-1.0,300.0,unknown,unknown,unknown,-1.0,unknown
4,2000,injured,wa,"perth, north cottesloe beach",coastal,wobbegong,bite analysis,-1.0,unknown,provoked,1.0,other: standing in water,unknown,unknown,unknown,unknown,bit victim on foot,n,unknown,foot,other: teeth marks,female,11.0,unknown,unknown,unknown,unknown,-1.0,-1.0,-1.0,-1.0,unknown,-1.0,-1.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
9,2000,fatal,sa,"elliston, blacks",coastal,white shark,direct observation,-1.0,unknown,unprovoked,1.0,boarding,unknown,board,unknown,unknown,bit victim & board,n,unknown,torso,unknown,male,17.0,unknown,unknown,unknown,unknown,-1.0,-1.0,1230.0,-1.0,unknown,-1.0,-1.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
9,2000,fatal,sa,"ceduna, cactus beach",coastal,white shark,direct observation,4.5,witness/victim,unprovoked,1.0,boarding,unknown,board,"other sealife (dolphins, pinnipeds)",unknown,bit victim & board,n,unknown,torso,unknown,male,25.0,unknown,unknown,unknown,unknown,-1.0,-1.0,730.0,-1.0,unknown,-1.0,-1.0,-1.0,-1.0,200.0,unknown,unknown,unknown,-1.0,unknown
11,2000,uninjured,qld,"orpheus island, juno bay",island open ocean,tiger shark,direct observation,4.0,witness/victim,provoked,1.0,diving,unknown,unknown,commotion/splashing,behind,bit victim on flipper,n,unknown,other: uninjured,unknown,male,28.0,black,black,stabbed shark with knife,effective,-1.0,-1.0,910.0,11.0,unknown,25.0,27.0,11.0,3.0,-1.0,outgoing,unknown,sunny,27.0,knife
11,2000,injured,wa,"perth, north cottesloe beach",coastal,white shark,direct observation,4.0,witness/victim,unprovoked,1.0,swimming,unknown,unknown,"baitfish, other sealife (seal), swimming",in front,bit victim on foot,y,unknown,foot,minor lacerations,male,52.0,unknown,unknown,punched and kicked shark,unknown,1.0,-1.0,630.0,1.0,unknown,5.0,-1.0,1.0,-1.0,30.0,unknown,unknown,unknown,-1.0,unknown
11,2000,uninjured,nsw,"kiama, jones beach",coastal,white shark,"bite analysis, shark behaviour",2.9,government official,unprovoked,1.0,swimming,unknown,board,"baitfish, other sealife (whale/s)",unknown,bit body board being towed,n,unknown,other: uninjured,unknown,male,40.0,black,unknown,unknown,unknown,-1.0,-1.0,1500.0,-1.0,n,10.0,-1.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
11,2000,uninjured,sa,venus bay,coastal,white shark,direct observation,4.0,witness/victim,provoked,1.0,diving,y,unknown,unknown,unknown,swam towards victim,n,unknown,other: uninjured,unknown,male,27.0,black,blue,unknown,unknown,-1.0,-1.0,1200.0,12.0,unknown,120.0,-1.0,-1.0,20.0,200.0,unknown,moderate breeze,unknown,-1.0,deterrent/repellent
11,2000,fatal,wa,"perth, north cottesloe beach",coastal,white shark,direct observation,4.0,witness/victim,unprovoked,1.0,swimming,unknown,unknown,"baitfish, other sealife (seal), swimming",in front,bit victim on leg,y,unknown,"torso, leg",major lacerations,male,49.0,unknown,unknown,punched and kicked shark,unknown,1.0,-1.0,625.0,1.0,unknown,20.0,-1.0,1.0,-1.0,25.0,unknown,calm,sunny,-1.0,unknown
12,2000,injured,qld,"heron island, sykes reef",island open ocean,whaler shark,direct observation,2.5,witness/victim,provoked,1.0,spearfishing,unknown,catch,"spearfishing, baitfish","below, behind",bit victim on arm,y,unknown,arm,minor lacerations,male,38.0,unknown,unknown,unknown,unknown,-1.0,-1.0,900.0,-1.0,unknown,20.0,-1.0,15.0,-1.0,-1.0,unknown,unknown,overcast,-1.0,unknown
12,2000,injured,qld,"townsville, flinders cay",island open ocean,wobbegong,"bite analysis, shark behaviour, geographical location, direct observation",-1.0,unknown,unprovoked,1.0,diving,unknown,unknown,unknown,unknown,unknown,n,unknown,"arm, hand",minor lacerations,male,-1.0,unknown,unknown,unknown,unknown,-1.0,-1.0,1630.0,-1.0,unknown,-1.0,-1.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
1,2001,uninjured,qld,"sunshine coast, noosa heads, main beach",coastal,tiger shark,"shark behaviour, geographical location, direct observation",-1.0,unknown,unprovoked,1.0,boarding,unknown,board,unknown,unknown,bit surfboard,n,unknown,other: uninjured,unknown,male,-1.0,unknown,unknown,unknown,unknown,-1.0,40.0,1700.0,-1.0,n,15.0,-1.0,-1.0,-1.0,25.0,unknown,calm,overcast,-1.0,unknown
1,2001,uninjured,nsw,south west rocks,coastal,white shark,direct observation,5.0,witness/victim,unprovoked,1.0,unmotorised boating,unknown,vessel,unknown,below,bit kayak,n,unknown,other: uninjured,unknown,male,35.0,unknown,unknown,unknown,unknown,-1.0,-1.0,-1.0,-1.0,unknown,-1.0,-1.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
2,2001,injured,nsw,brooms head,coastal,tiger shark,direct observation,2.5,witness/victim,unprovoked,1.0,boarding,unknown,board,unknown,unknown,bit surfboard,y,unknown,calf,other: teeth marks,male,40.0,unknown,unknown,unknown,unknown,-1.0,-1.0,1615.0,-1.0,unknown,-1.0,-1.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
3,2001,injured,wa,"margaret river, prevelly",coastal,wobbegong,direct observation,1.5,witness/victim,unprovoked,1.0,snorkelling,unknown,unknown,unknown,"left, below",bit victim on leg,n,unknown,calf,other: teeth marks,male,19.0,unknown,unknown,hit shark on nose,unknown,-1.0,-1.0,1400.0,1.0,unknown,20.0,28.0,2.0,5.0,30.0,unknown,unknown,unknown,-1.0,unknown
4,2001,injured,nsw,nambucca river entrance,estuary/harbour,wobbegong,"bite analysis, shark behaviour, geographical location, direct observation",-1.0,unknown,unprovoked,1.0,boarding,unknown,board,"baitfish, boarding, other sealife (dolphins)",unknown,bit victim on leg,n,unknown,calf,major lacerations,male,40.0,unknown,unknown,unknown,unknown,-1.0,-1.0,1000.0,-1.0,unknown,-1.0,-1.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
4,2001,injured,nsw,"sydney, bronte beach",coastal,wobbegong,"bite analysis, shark behaviour, geographical location, direct observation",1.0,witness/victim,provoked,1.0,snorkelling,unknown,unknown,unknown,unknown,bit victim on arm,y,y,arm,abrasion,male,32.0,unknown,unknown,tried to shake shark off,unknown,4.0,-1.0,-1.0,-1.0,unknown,-1.0,-1.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
5,2001,injured,nsw,"central coast, lakes beach, budgewoi",coastal,white shark,"bite analysis, shark behaviour, geographical location, direct observation",3.0,bite radius estimation,unprovoked,1.0,boarding,unknown,board,other sealife (dolphins),right,bit victim & board,n,unknown,torso,minor lacerations,male,37.0,black,unknown,unknown,unknown,-1.0,-1.0,1745.0,-1.0,unknown,120.0,20.0,-1.0,-1.0,150.0,unknown,unknown,unknown,-1.0,unknown
10,2001,uninjured,qld,"moreton island, sovereign beach",coastal,tiger shark,"shark behaviour, geographical location, direct observation",4.0,witness/victim,unprovoked,1.0,unmotorised boating,unknown,vessel,unknown,"left, below",bit rubber dinghy,n,unknown,unknown,unknown,male,31.0,unknown,unknown,unknown,unknown,-1.0,-1.0,1400.0,-1.0,unknown,30.0,-1.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
10,2001,injured,qld,"east diamond islet, pyramid dive site, coral sea",island open ocean,silvertip shark,direct observation,1.5,witness/victim,provoked,1.0,snorkelling,unknown,unknown,"baitfish, feeding fish, snorkelling",in front,bit victim on arm,y,unknown,arm,minor lacerations,female,20.0,unknown,unknown,put arm up at shark,unknown,1.0,-1.0,1330.0,0.0,unknown,10.0,-1.0,10.0,30.0,280000.0,unknown,moderate breeze,sunny,-1.0,unknown
11,2001,injured,nsw,"ballina, flat rock",coastal,white shark,"shark behaviour, geographical location",2.0,unknown,unprovoked,1.0,boarding,unknown,board,unknown,below,bit surfboard,n,unknown,torso,surface wound,male,49.0,unknown,unknown,unknown,unknown,-1.0,-1.0,915.0,-1.0,unknown,-1.0,-1.0,-1.0,-1.0,200.0,unknown,unknown,unknown,-1.0,unknown
12,2001,injured,nsw,"yamba, main beach",coastal,wobbegong,bite analysis,-1.0,unknown,unprovoked,1.0,swimming,unknown,unknown,unknown,below,bit victim on leg,n,unknown,foot,other: teeth marks,male,14.0,unknown,unknown,tried to shake shark off,unknown,-1.0,-1.0,1815.0,-1.0,unknown,-1.0,-1.0,1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
12,2001,uninjured,wa,"yallingup, honeycombs",coastal,white shark,"shark behaviour, geographical location, direct observation",2.0,witness/victim,unprovoked,1.0,boarding,unknown,board,unknown,right,circled victim,y,unknown,other: uninjured,unknown,male,36.0,unknown,unknown,fended off with surfboard,unknown,-1.0,-1.0,-1.0,-1.0,unknown,-1.0,-1.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
12,2001,uninjured,wa,"yallingup, canal rocks",coastal,white shark,"shark behaviour, geographical location, direct observation",2.5,witness/victim,provoked,1.0,spearfishing,unknown,catch,"spearfishing, baitfish",unknown,bit collecting bag,n,unknown,other: uninjured,unknown,male,-1.0,unknown,unknown,fended off with spear gun,effective,-1.0,-1.0,-1.0,-1.0,unknown,-1.0,-1.0,5.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
1,2002,injured,wa,"bunbury, collie river",river,shortfin mako shark,bite analysis,-1.0,unknown,unprovoked,1.0,swimming,unknown,unknown,swimming,below,bit victim on leg,n,unknown,thigh,minor lacerations,male,32.0,black,unknown,unknown,unknown,-1.0,12.0,1700.0,-1.0,unknown,15.0,-1.0,-1.0,-1.0,-1.0,unknown,unknown,unknown,-1.0,unknown
